gene_id,Symbol,product,,gene_synonym,EC_number
b0337,codA,cytosine/isoguanine deaminase,,ECK0334,3.5.4.1
b0338,cynR,DNA-binding transcriptional dual regulator CynR,,ECK0335,
b0339,cynT,carbonic anhydrase 1,,ECK0336,4.2.1.1
b0340,cynS,cyanase,,cnt; cyaN; ECK0337,
b0341,cynX,cyanate transporter,,ECK0338,
b0342,lacA,galactoside O-acetyltransferase,,ECK0339,2.3.1.18
b0343,lacY,lactose permease,,ECK0340,
b0344,lacZ,beta-galactosidase,,ECK0341,3.2.1.108
b0345,lacI,DNA-binding transcriptional repressor LacI,,ECK0342,
b0346,mhpR,DNA-binding transcriptional activator MhpR,,ECK0343,
b0347,mhpA,3-(3-hydroxyphenyl)propanoate hydroxylase,,ECK0344,1.14.13.127
b0348,mhpB,"3-carboxyethylcatechol 2,3-dioxygenase",,ECK0345,1.13.11.16
b0349,mhpC,"2-hydroxy-6-ketonona-2,4-dienedioate hydrolase",,ECK0346,3.7.1.14
b0350,mhpD,2-hydroxypentadienoate hydratase,,ECK0347; mhpS,4.2.1.80
b0351,mhpF,acetaldehyde dehydrogenase (acetylating) MhpF,,ECK0348,1.2.1.10
b0352,mhpE,4-hydroxy-2-oxovalerate aldolase,,ECK0349,4.1.3.39
b0353,mhpT,3-hydroxyphenylpropionate/3- hydroxycinnamate:H(+) symporter,,ECK0350; yaiK,
b0354,yaiL,DUF2058 domain-containing protein YaiL,,ECK0351,
b0355,frmB,S-formylglutathione hydrolase FrmB,,ECK0352; yaiM,3.1.2.12
b0356,frmA,S-(hydroxymethyl)glutathione dehydrogenase,,adhC; ECK0353,1.1.1.284
b0357,frmR,DNA-binding transcriptional repressor FrmR,,ECK0354; yaiN,
b0358,yaiO,outer membrane protein YaiO,,ECK0355,
b4579,yaiX,"putative acyltransferase, N-terminal fragment",,b0359; b0362; ECK0356; ECK0359; yaiF,
b0360,insC1,IS2 element protein InsA,,ECK0357; yi21-1,
b0361,insD1,IS2 element protein,,ECK0358; yi22-1,
b0363,yaiP,putative glucosyltransferase,,ECK0360,
b4731,ykiC,protein YkiC,,ECK4588,
b0364,yaiS,putative deacetylase YaiS,,ECK0361,
b0365,tauA,taurine ABC transporter periplasmic binding protein,,ECK0362; ssiA; yaiR,7.6.2.7
b0366,tauB,taurine ABC transporter ATP binding subunit,,ECK0363; ssiB; yaiQ,7.6.2.7
b0367,tauC,taurine ABC transporter membrane subunit,,ECK0364; ssiC; yaiJ,7.6.2.7
b0368,tauD,taurine dioxygenase,,ECK0365; ssiD; yaiG,1.14.11.17
b0369,hemB,porphobilinogen synthase,,ECK0366; ncf,4.2.1.24
b4580,yaiT,putative autotransporter YaiT,,b0371; b0374; ECK0368; ECK0369; yaiU,
b4767,ytiB,protein YtiB,,ECK4624,
b0372,insF2,IS3 element protein InsF,,ECK0299; tra5-1,
b0373,insE2,IS3 element protein InsE,,ECK0298,
b0375,iprA,putative DNA-binding transcriptional regulator IprA,,ECK0370; yaiV,
b0376,ampH,peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase,,ECK0371; yaiH,
b0377,sbmA,peptide antibiotic/peptide nucleic acid transporter,,ECK0372,
b0378,yaiW,surface-exposed outer membrane lipoprotein,,ECK0373,
b0379,yaiY,DUF2755 domain-containing inner membrane protein YaiY,,ECK0374,
b0380,yaiZ,DUF2754 domain-containing protein YaiZ,,ECK0375,
b0381,ddlA,D-alanine--D-alanine ligase A,,ECK0376,6.3.2.4
b0382,iraP,anti-adaptor protein IraP,,ECK0377; yaiB,
b0383,phoA,alkaline phosphatase,,ECK0378; psiA,3.1.3.1; 3.1.3.102; 3.1.3.108; 3.1.3.11; 3.1.3.15; 3.1.3.18; 3.1.3.19; 3.1.3.20; 3.1.3.23; 3.1.3.3; 3.1.3.38; 3.1.3.41; 3.1.3.60; 3.1.3.68; 3.1.3.74; 3.1.3.75; 3.1.3.91; 3.1.3.99; 3.6.1.1; 3.6.1.25; 3.9.1.1
b0384,psiF,phosphate starvation-inducible protein PsiF,,ECK0379,
b0385,dgcC,diguanylate cyclase DgcC,,adrA; ECK0380; yaiC,2.7.7.65
b0386,proC,pyrroline-5-carboxylate reductase,,ECK0381; pro(3); Pro2; pro3,1.5.1.2
b0387,yaiI,DUF188 domain-containing protein YaiI,,ECK0382,
b0388,aroL,shikimate kinase 2,,ECK0383,2.7.1.71
b0389,yaiA,protein YaiA,,ECK0384,
b0390,aroM,protein AroM,,ECK0385,
b0391,ppnP,nucleoside phosphorylase PpnP,,ECK0386; yaiE,2.4.2.15; 2.4.2.3; 2.4.2.4
b0392,ykiA,,,ECK0387,
b4732,ykiD,protein YkiD,,ECK4589,
b0393,rdgC,nucleoid-associated protein RdgC,,ECK0388; yaiD,
b0394,mak,fructokinase,,ECK0389; yajF,2.7.1.4; 2.7.1.7
b0396,araJ,putative transport protein AraJ,,araT; ECK0390,
b0397,sbcC,ATP-dependent structure-specific DNA nuclease - SbcC subunit,,ECK0391,
b0398,sbcD,ATP-dependent structure-specific DNA nuclease - SbcD subunit,,ECK0392; yajA,
b0399,phoB,DNA-binding transcriptional dual regulator PhoB,,ECK0393; phoRc; phoT,
b0400,phoR,sensor histidine kinase PhoR,,ECK0394; nmpB; phoR1; R1pho,2.7.13.3
b0401,brnQ,branched chain amino acid transporter BrnQ,,ECK0395; hrbA,
b0402,proY,putative transporter ProY,,ECK0396; yajM,
b0403,malZ,maltodextrin glucosidase,,ECK0397,3.2.1.20
b0404,acpH,acyl carrier protein phosphodiesterase,,ECK0398; yajB,3.1.4.14
b0405,queA,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase,,ECK0399; tsaA,2.4.99.17
b0406,tgt,tRNA-guanine transglycosylase,,ECK0400; vacC(S.f.),2.4.2.29
b0407,yajC,Sec translocon accessory complex subunit YajC,,ECK0401,
b0408,secD,Sec translocon accessory complex subunit SecD,,ECK0402,
b0409,secF,Sec translocon accessory complex subunit SecF,,ECK0403,
b0410,yajD,HNH nuclease family protein YajD,,ECK0404,
b0411,tsx,nucleoside-specific channel-forming protein Tsx,,ECK0405; nupA; T6rec,
b0412,yajI,putative lipoprotein YajI,,ECK0406,
b0413,nrdR,NrdR transcriptional repressor,,ECK0407; ybaD,
b0414,ribD,fused diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase,,ECK0408; nusII; ribG; ybaE,1.1.1.193; 3.5.4.26
b0415,ribE,"6,7-dimethyl-8-ribityllumazine synthase",,ECK0409; nusIII; ribH; ybaF,2.5.1.78
b0416,nusB,transcription antitermination protein NusB,,ECK0410; groNB; ssaD; ssyB,
b0417,thiL,thiamine monophosphate kinase,,ECK0411; thiJ,2.7.4.16
b0418,pgpA,phosphatidylglycerophosphatase A,,ECK0412; yajN,3.1.3.27
b0419,yajO,1-deoxyxylulose-5-phosphate synthase YajO,,ECK0413,
b0420,dxs,1-deoxy-D-xylulose-5-phosphate synthase,,ECK0414; yajP,2.2.1.7
b0421,ispA,geranyl diphosphate/farnesyl diphosphate synthase,,ECK0415,2.5.1.1; 2.5.1.10
b0422,xseB,exodeoxyribonuclease VII subunit XseB,,ECK0416; yajE,3.1.11.6
b0423,thiI,tRNA uridine 4-sulfurtransferase,,ECK0417; nuvA; yajK,2.8.1.4
b0424,yajL,protein/nucleic acid deglycase 3,,ECK0418; thiJ,
b0425,panE,2-dehydropantoate 2-reductase,,apbA; ECK0419,1.1.1.169
b0426,yajQ,nucleotide binding protein YajQ,,ECK0420,
b0427,yajR,putative transport protein YajR,,ECK0421,
b0428,cyoE,heme O synthase,,ECK0422,2.5.1.141
b0429,cyoD,cytochrome bo3 subunit 4,,ECK0423,7.1.1.3
b0430,cyoC,cytochrome bo3 subunit 3,,ECK0424,7.1.1.3
b0431,cyoB,cytochrome bo3 subunit 1,,ECK0425,7.1.1.3
b0432,cyoA,cytochrome bo3 subunit 2,,ECK0426,7.1.1.3
b0433,ampG,muropeptide:H(+) symporter,,ECK0427,
b0434,yajG,putative lipoprotein YajG,,ECK0428,
b0435,bolA,DNA-binding transcriptional dual regulator BolA,,ECK0429,
b0436,tig,trigger factor,,ECK0430,5.2.1.8
b0437,clpP,ATP-dependent Clp protease proteolytic subunit,,ECK0431; lopP,3.4.21.92
b0438,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,,ECK0432; lopC,3.4.21.92
b0439,lon,Lon protease,,capR; deg; dir; ECK0433; lopA; muc,3.4.21.53
b0440,hupB,DNA-binding protein HU-beta,,dbhB; dpeA; ECK0434; hopD,
b0441,ppiD,periplasmic folding chaperone,,ECK0435; ybaU,
b0442,ybaV,helix-hairpin-helix 3 family protein,,comEA; ECK0436,
b0443,fadM,long-chain acyl-CoA thioesterase FadM,,ECK0437; tesC; ybaW,
b0444,queC,7-cyano-7-deazaguanine synthase,,ECK0438; ybaX,6.3.4.20
b0445,ybaE,uncharacterized protein YbaE,,ECK0439,
b0446,cof,HMP-PP phosphatase,,ECK0440,3.1.3.74
b0447,decR,DNA-binding transcriptional activator DecR,,cyuR; ECK0441; ybaO,
b0448,mdlA,ABC transporter family protein MdlA,,ECK0442; mdl,
b0449,mdlB,ABC transporter family protein MdlB,,ECK0443; mdl,
b0450,glnK,nitrogen regulatory protein PII-2,,ECK0444; ybaI,
b0451,amtB,ammonium transporter,,ECK0445; ybaG,
b0452,tesB,acyl-CoA thioesterase II,,ECK0446,3.1.2.20
b0453,ybaY,PF09619 family lipoprotein YbaY,,ECK0447,
b0454,ybaZ,DNA base-flipping protein,,atl; ECK0448,
b0455,ffs,signal recognition particle 4.5S RNA,,ECK0449,
b0456,ybaA,DUF1428 domain-containing protein YbaA,,ECK0450,
b0457,pdeB,cyclic di-GMP phosphodiesterase PdeB,,ECK0451; ylaB,
b0458,ylaC,putative inner membrane protein,,ECK0452,
b0459,maa,maltose O-acetyltransferase,,ECK0453; ylaD,2.3.1.79
b0460,hha,hemolysin expression-modulating protein Hha,,ECK0454,
b0461,tomB,Hha toxicity modulator TomB,,ECK0455; ybaJ,
b0462,acrB,multidrug efflux pump RND permease AcrB,,acrE; ECK0456,
b0463,acrA,multidrug efflux pump membrane fusion lipoprotein AcrA,,ECK0457; lir; Mb; mbl; mtcA; nbsA; sipB,
b0464,acrR,DNA-binding transcriptional repressor AcrR,,ECK0458; ybaH,
b0465,mscK,"potassium dependent, small conductance mechanosensitive channel",,aefA; ECK0459; kefA,
b0466,ybaM,DUF2496 domain-containing protein YbaM,,ECK0460,
b0467,priC,primosomal replication protein N'',,ECK0461,
b0468,ybaN,DUF454 domain-containing inner membrane protein YbaN,,ECK0462,
b0469,apt,adenine phosphoribosyltransferase,,ECK0463,2.4.2.7
b0470,dnaX,DNA polymerase III subunit tau; DNA polymerase III subunit gamma,,dnaZ; ECK0464,
b0471,ybaB,putative nucleoid-associated protein YbaB,,ECK0465,
b0472,recR,recombination mediator protein RecR,,ECK0466,
b0473,htpG,chaperone protein HtpG,,ECK0467,3.6.4.10
b0474,adk,adenylate kinase,,dnaW; ECK0468; plsA,2.7.4.3; 2.7.4.4
b0475,hemH,ferrochelatase,,ECK0469; popA; visA,4.98.1.1
b0476,aes,acetylesterase,,ECK0470; ybaC,3.1.1.6
b0477,gsk,inosine/guanosine kinase,,ECK0471,2.7.1.73
b0478,ybaL,putative transporter YbaL,,ECK0472; ylaA,
b0479,fsr,fosmidomycin efflux pump,,ECK0473,
b0480,ushA,5'-nucleotidase/UDP-sugar hydrolase,,ECK0474,3.1.3.41; 3.1.3.5; 3.1.3.89; 3.6.1.29; 3.6.1.45
b0481,ybaK,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK,,ECK0475,
b4585,chiX,small regulatory RNA ChiX,,ECK4396; micM; rybC; sroB,
b0482,ybaP,TraB family protein YbaP,,ECK0476,
b0483,ybaQ,DNA-binding transcriptional regulator YbaQ,,ECK0477,
b0484,copA,Cu(+) exporting P-type ATPase; soluble Cu(+) chaperone,,ECK0478; ybaR,
b0485,glsA,glutaminase 1,,ECK0479; ybaS,3.5.1.2
b0486,ybaT,putative transporter YbaT,,ECK0480,
b0487,cueR,DNA-binding transcriptional dual regulator CueR,,copR; ECK0481; ybbI,
b0488,ybbJ,NfeD-like family protein YbbJ,,ECK0482,
b0489,qmcA,PHB domain-containing protein QmcA,,ECK0483; ybbK,
b0490,fetA,putative iron ABC exporter ATP-binding subunit FetA,,ECK0484; ybbL,
b0491,fetB,putative iron ABC exporter membrane subunit FetB,,ECK0485; ybbM,
b0492,cnoX,chaperedoxin,,ECK0486; ybbN,
b0493,ybbO,NADP(+)-dependent aldehyde reductase YbbO,,ECK0487,1.1.1.2
b0494,tesA,multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1,,apeA; ECK0488; pldC,3.1.1.5; 3.1.2.14
b0495,ybbA,putative ABC transporter ATP-binding protein YbbA,,ECK0489,
b0496,ybbP,putative ABC transporter membrane subunit YbbP,,ECK0490,
b0497,rhsD,protein RhsD,,ECK0491,
b0498,ybbC,PF15631 family protein YbbC,,ECK0492,
b0499,ylbH,,,ECK0493; rhsH,
b0501,ybbD,,,b0500; ECK0494,
b4632,ylbI,,,ECK4441,
b0502,ylbG,putative DNA-binding transcriptional regulator YlbG,,ECK0495,
b0503,selU,tRNA 2-selenouridine synthase,,ECK0496; mnmH; ybbB,2.9.1.3
b0504,allS,DNA-binding transcriptional activator AllS,,ECK0497; glxA1; ybbS,
b0505,allA,ureidoglycolate lyase,,ECK0498; glxA2; ybbT,4.3.2.3
b0506,allR,DNA-binding transcriptional repressor AllR,,ECK0499; glxA3; ybbU,
b4831,allZ,small RNA AllZ,,ECK4688,
b0507,gcl,glyoxylate carboligase,,ECK0500,4.1.1.47
b0508,hyi,hydroxypyruvate isomerase,,ECK0501; gip; ybbG,5.3.1.22
b0509,glxR,tartronate semialdehyde reductase 2,,ECK0502; glxB1; ybbQ,
b0511,allW,allantoin transporter,,allP; ECK0504; glxB2; ybbW,
b0512,allB,allantoinase,,ECK0505; glxB3; ybbX,3.5.2.5
b0513,ybbY,putative purine transporter,,ECK0506; glxB4,
b0514,glxK,glycerate 2-kinase 2,,ECK0507; glxB5; ybbZ,2.7.1.165
b0515,allE,(S)-ureidoglycine aminohydrolase,,ECK0508; glxB6; ughY; ylbA,3.5.3.26
b0516,allC,allantoate amidohydrolase,,ECK0509; glxB7; ylbB,3.5.3.9
b0517,allD,ureidoglycolate dehydrogenase,,ECK0510; glxB8; ylbC,1.1.1.350
b0518,fdrA,putative oxamate carbamoyltransferase FdrA,,ECK0511; ylbD,2.1.3.5
b4572,ylbE,DUF1116 domain-containing protein YlbE,,b0519; b4507; ECK0512; G0-10554,
b0520,ylbF,DUF2877 domain-containing protein YlbF,,ECK0513,
b0521,ybcF,putative carbamate kinase,,arcC; ECK0514,
b0522,purK,5-(carboxyamino)imidazole ribonucleotide synthase,,ECK0515; purE2,6.3.4.18
b0523,purE,N(5)-carboxyaminoimidazole ribonucleotide mutase,,ade; ade(f); ade3; ECK0516; Pur2,5.4.99.18
b0524,lpxH,"UDP-2,3-diacylglucosamine diphosphatase",,ECK0517; ybbF,3.6.1.54
b0525,ppiB,peptidyl-prolyl cis-trans isomerase B,,ECK0518,5.2.1.8
b0526,cysS,cysteine--tRNA ligase,,ECK0519; syc,6.1.1.16
b0527,ybcI,PF04307 family inner membrane protein YbcI,,ECK0520,
b0528,ybcJ,putative RNA-binding protein YbcJ,,ECK0521,
b0529,folD,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase,,ads; ECK0522,1.5.1.5; 3.5.4.9
b0530,sfmA,putative fimbrial protein SfmA,,ECK0523,
b0531,sfmC,putative fimbrial chaperone SfmC,,ECK0524,
b0532,sfmD,putative fimbrial usher protein SfmD,,ECK0525,
b0533,sfmH,putative fimbrial adhesin protein SfmH,,ECK0526,
b0534,sfmF,putative fimbrial protein SfmF,,ECK0527; ybcG,
b0535,fimZ,LuxR family transcriptional regulator FimZ,,ECK0528; ybcA,
b0536,argU,tRNA-Arg,,dnaY; ECK0529; pin,
b0537,intD,putative integrase,,ECK0530; int,
b4633,xisD,,,ECK4435; ybcB,
b0539,exoD,,,ECK0531; ybcC,
b4508,peaD,,,ECK0532; ybcD,
b0542,renD,DLP12 prophage; protein RenD,,ECK0533; ybcE,
b0540,insE3,IS3 element protein InsE,,ECK0298,
b0541,insF3,IS3 element protein InsF,,ECK0299; tra5-2,
b0543,emrE,multidrug/betaine/choline efflux transporter EmrE,,eb; ECK0534; mvrC,
b4733,ylcJ,protein YlcJ,,ECK4590,
b0544,ybcK,putative recombinase YbcK,,ECK0535,
b0545,ybcL,periplasmic protein YbcL,,ECK0536,
b0546,ybcM,putative DNA-binding transcriptional regulator,,ECK0537,
b4588,ylcH,uncharacterized protein YlcH,,ECK4398,
b0547,ybcN,DNA base-flipping protein,,ECK0538,
b0548,ninE,NinE family prophage protein,,ECK0539,
b0549,ybcO,putative nuclease YbcO,,ECK0540,
b0550,rusA,crossover junction endodeoxyribonuclease RusA,,ECK0541; rus; ybcP,
b4509,ylcG,uncharacterized protein YlcG,,ECK0542,
b0551,quuD,prophage antitermination protein Q homolog QuuD,,ECK0543; ybcQ,
b0553,nmpC,DLP12 prophage; putative outer membrane porin NmpC,,ECK0544; phmA,
b0552,insH2,IS5 transposase and trans-activator,,ECK0261; trs5-2; yi52_2,
b0554,essD,putative phage lysis protein,,ECK0545; vlyS; ybcR,
b0555,rrrD,lysozyme,,ECK0546; lycV; ybcS,3.2.1.17
b0556,rzpD,putative prophage endopeptidase RzpD,,ECK0547; ybcT,
b4510,rzoD,putative prophage lysis lipoprotein RzoD,,ECK0548,
b0557,borD,prophage lipoprotein BorD,,bor; ECK0549; iss; vboR; ybcU,
b0558,ybcV,DUF1398 domain-containing protein YbcV,,ECK0550,
b0559,ybcW,uncharacterized protein YbcW,,ECK0551,
b4589,ylcI,DUF3950 domain-containing protein YlcI,,ECK4399,
b0560,nohD,putative DNA-packaging protein NohD,,ECK0552; nohB,
b4634,aaaD,,,ECK4439; ylcF,
b0561,tfaD,putative tail fiber assembly protein TfaD,,ECK0553; ybcX,
b0562,ybcY,,,ECK0554,
b0563,tfaX,protein TfaX,,ECK0555; ylcE,
b0564,appY,DNA-binding transcriptional activator AppY,,ECK0556,
b0565,ompT,omptin family outer membrane protease OmpT,,ECK0557,3.4.23.49
b0566,envY,DNA-binding transcriptional activator EnvY,,ECK0558,
b0567,ybcH,putative exopolysaccharide secretion system auxiliary component,,ECK0559,
b0568,nfrA,exopolysaccharide secretion system outer membrane protein NfrA,,ECK0560,
b0569,nfrB,"cyclic di-3',5'-guanylate-activated glycosyltransferase",,ECK0561,
b0570,cusS,sensor histidine kinase CusS,,ECK0562; ybcZ,2.7.13.1
b0571,cusR,DNA-binding transcriptional activator CusR,,ECK0563; ylcA,
b0572,cusC,copper/silver export system outer membrane channel,,ECK0564; ibeB; ylcB,
b0573,cusF,copper/silver export system periplasmic binding protein,,cusX; ECK0565; ylcC,
b0574,cusB,copper/silver export system membrane fusion protein,,ECK0566; ylcD,
b0575,cusA,copper/silver export system RND permease,,ECK0567; ybdE,
b0576,pheP,phenylalanine:H(+) symporter PheP,,ECK0568,
b0577,ybdG,miniconductance mechanosensitive channel YbdG,,ECK0569,
b0578,nfsB,NAD(P)H-dependent nitroreductase NfsB,,dprA; ECK0570; nfnB; ntr,1.5.1.34; 1.6.5.2
b0579,ybdF,PF04237 family protein YbdF,,ECK0571,
b0580,ybdJ,DUF1158 domain-containing protein YbdJ,,ECK0572,
b0581,ybdK,putative glutamate--cysteine ligase 2,,ECK0573,6.3.2.2
b4835,sokE,small RNA SokE,,ECK4692,
b4415,hokE,small toxic polypeptide HokE,,ECK0574; ybdY,
b0582,insL2,IS186/IS421 transposase,,ECK0016; yi81-2,
b0583,entD,phosphopantetheinyl transferase EntD,,ECK0575,6.3.2.14
b0584,fepA,ferric enterobactin outer membrane transporter,,cbr; cbt; ECK0576; fep; feuB,
b0585,fes,ferric enterobactin esterase,,ECK0577,3.1.1.108
b4511,ybdZ,enterobactin biosynthesis protein YbdZ,,ECK0578,
b0586,entF,apo-serine activating enzyme,,ECK0579,6.2.1.72; 6.3.2.14
b0587,fepE,polysaccharide co-polymerase family protein FepE,,ECK0580,
b0588,fepC,ferric enterobactin ABC transporter ATP binding subunit,,ECK0581,7.2.2.17
b0589,fepG,ferric enterobactin ABC transporter membrane subunit FepG,,ECK0582,7.2.2.17
b0590,fepD,ferric enterobactin ABC transporter membrane subunit FebD,,ECK0583,7.2.2.17
b0591,entS,enterobactin exporter EntS,,ECK0584; ybdA,
b0592,fepB,ferric enterobactin ABC transporter periplasmic binding protein,,ECK0585,7.2.2.17
b0593,entC,isochorismate synthase EntC,,ECK0586; fepF,5.4.4.2
b0594,entE,"2,3-dihydroxybenzoate-AMP ligase",,ECK0587,6.2.1.71; 6.3.2.14
b0595,entB,enterobactin synthase component B,,ECK0588; entG,3.3.2.1; 6.3.2.14
b0596,entA,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",,ECK0589,1.3.1.28
b0597,entH,proofreading thioesterase in enterobactin biosynthesis,,ECK0590; ybdB,
b0598,cstA,pyruvate transporter CstA,,ECK0591; ybdC,
b4512,ybdD,PF04328 family protein YbdD,,ECK0592,
b0599,hcxA,hydroxycarboxylate dehydrogenase A,,ECK0593; ybdH,
b0600,ybdL,methionine transaminase,,ECK0594,2.6.1.88
b0601,ybdM,ParB-like nuclease domain-containing protein YbdM,,ECK0595,
b0602,ybdN,putative PAPS reductase/DUF3440 domain-containing protein YbdN,,ECK0596,
b0603,citR,DNA-binding transcriptional repressor CitR,,ECK0597; ybdO,
b0604,dsbG,protein sulfenic acid reductase and chaperone DsbG,,ECK0598; ybdP,5.3.4.1
b0605,ahpC,"alkyl hydroperoxide reductase, AhpC component",,ECK0599; ssi8; tpx,1.11.1.26
b0606,ahpF,"alkyl hydroperoxide reductase, AhpF component",,ECK0600,1.11.1.26; 1.5.1.37
b0607,uspG,universal stress protein G,,ECK0601; UP12; ybdQ; yzzU,
b0608,ybdR,putative Zn(2(+))-dependent alcohol dehydrogenase YbdR,,ECK0602,
b4734,yldA,protein YldA,,ECK4591,
b0610,rnk,nucleoside diphosphate kinase regulator,,ECK0603,
b0611,rna,RNase I,,ECK0604; rnsA,4.6.1.21
b0612,citT,citrate:succinate antiporter,,ECK0605; ybdS,
b0613,citG,triphosphoribosyl-dephospho-CoA synthase,,ECK0606; ybdT,2.4.2.52
b0614,citX,apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,,ECK0607; ybdU,2.7.7.61
b0615,citF,citrate lyase alpha subunit,,ECK0608; ybdV,2.8.3.10; 4.1.3.34; 4.1.3.6
b0616,citE,citrate lyase beta subunit,,ECK0609; ybdW,2.8.3.10; 4.1.3.34; 4.1.3.6
b0617,citD,citrate lyase acyl carrier protein,,ECK0610; ybdX,2.8.3.10; 4.1.3.34; 4.1.3.6
b0618,citC,citrate lyase synthetase,,ECK0611; ybeO,6.2.1.22
b0619,dpiB,sensor histidine kinase DpiB,,citA; ECK0612; mpdB; ybeP,2.7.13.3
b0620,dpiA,DNA-binding transcriptional dual regulator DpiA,,citB; criR; ECK0613; mpdA,
b0621,dcuC,anaerobic C4-dicarboxylate transporter DcuC,,ECK0614,
b0622,pagP,Lipid A palmitoyltransferase,,crcA; ECK0615; ybeG,
b0623,cspE,transcription antiterminator and regulator of RNA stability CspE,,ECK0616; gicA; msmC,
b0624,crcB,F(-) channel,,ECK0617; ybeI,
b4581,ybeM,,,b0625; b0626; ECK0618; ECK0619; ybeH,
b0627,tatE,twin arginine protein translocation system - TatE protein,,ECK0620; ybeC,
b0628,lipA,lipoyl synthase,,ECK0621; lip,2.8.1.8
b0629,ybeF,putative DNA-binding transcriptional regulator YbeF,,ECK0622,
b0630,lipB,lipoyl(octanoyl) transferase,,cde; ECK0623; lip,2.3.1.181
b0631,ybeD,DUF493 domain-containing protein YbeD,,ECK0624,
b0632,dacA,D-alanyl-D-alanine carboxypeptidase DacA,,ECK0625; pfv,3.4.16.4; 3.5.2.6
b0633,rlpA,rare lipoprotein RlpA,,ECK0626,
b0634,mrdB,peptidoglycan glycosyltransferase MrdB,,ECK0627; rodA,
b0635,mrdA,peptidoglycan DD-transpeptidase MrdA,,ECK0628; pbpA,
b0636,rlmH,23S rRNA m(3)psi1915 methyltransferase,,ECK0629; ybeA,2.1.1.177
b0637,rsfS,ribosomal silencing factor RsfS,,ECK0630; rsfA; ybeB,
b0638,cobC,putative adenosylcobalamin phosphatase/alpha-ribazole phosphatase,,ECK0631; phpB,3.1.3.73
b0639,nadD,nicotinate-nucleotide adenylyltransferase,,ECK0632; fusB; ybeN,2.7.7.18
b0640,holA,DNA polymerase III subunit delta,,ECK0633,
b0641,lptE,lipopolysaccharide assembly protein LptE,,ECK0634; rlpB,7.5.2.5
b0642,leuS,leucine--tRNA ligase,,ECK0635; syl,6.1.1.4
b0643,ybeL,DUF1451 domain-containing protein YbeL,,ECK0636,
b0644,ybeQ,Sel1 repeat-containing protein YbeQ,,ECK0637,
b0645,ybeR,DUF1266 domain-containing protein YbeR,,ECK0638,
b0646,djlB,J domain-containing protein DjlB,,ECK0639; ybeS,
b0647,ybeT,Sel1 repeat-containing protein YbeT,,ECK0640,
b0648,ybeU,DUF1266 domain-containing protein YbeU,,ECK0641,
b0649,djlC,co-chaperone DjlC,,ECK0642; hsc56; hscD; ybeV,
b0650,hscC,chaperone protein HscC,,ECK0643; ybeW,
b0651,rihA,pyrimidine-specific ribonucleoside hydrolase RihA,,ECK0644; ybeK,3.2.2.3
b0652,gltL,glutamate/aspartate ABC transporter ATP binding subunit,,ECK0645,7.4.2.1
b0653,gltK,glutamate/aspartate ABC transporter membrane subunit GltK,,ECK0646,7.4.2.1
b0654,gltJ,glutamate/aspartate ABC transporter membrane subunit GltJ,,ECK0647,7.4.2.1
b4763,sroC,small regulatory RNA SroC,,ECK4620; HB_314,
b0655,gltI,glutamate/aspartate ABC transporter periplasmic binding protein,,ECK0648; ybeJ; yzzK,7.4.2.1
